Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1622720821.791404,172.10.0.2:57708,0,144,58,57
1622720821.811595,172.10.0.2:57708,0,144,58,57
1622720821.831641,172.10.0.2:57708,0,144,58,57
1622720821.851584,172.10.0.2:57708,0,144,58,57
1622720821.872389,172.10.0.2:57708,0,144,58,57
1622720821.892224,172.10.0.2:57708,0,144,58,57
1622720821.912236,172.10.0.2:57708,0,144,58,57
1622720821.932183,172.10.0.2:57708,0,144,58,57
1622720821.951923,172.10.0.2:57708,0,144,58,57
1622720821.971820,172.10.0.2:57708,0,144,58,57
1622720821.992067,172.10.0.2:57708,0,144,58,57
1622720822.012363,172.10.0.2:57708,0,144,58,57
1622720822.034036,172.10.0.2:57708,0,144,58,57
1622720822.054910,172.10.0.2:57708,0,144,58,57
1622720822.076202,172.10.0.2:57708,0,144,58,57
1622720822.097956,172.10.0.2:57708,0,144,59,57
1622720822.120829,172.10.0.2:57708,0,144,59,57
1622720822.145149,172.10.0.2:57708,0,144,59,57
1622720822.167365,172.10.0.2:57708,0,144,59,57
1622720822.188790,172.10.0.2:57708,0,144,59,57
1622720822.210535,172.10.0.2:57708,0,144,59,57
1622720822.232725,172.10.0.2:57708,0,144,59,57
1622720822.258050,172.10.0.2:57708,0,144,59,57
1622720822.279502,172.10.0.2:57708,0,144,59,57
1622720822.303158,172.10.0.2:57708,0,144,59,57
1622720822.324340,172.10.0.2:57708,0,144,59,57
1622720822.346264,172.10.0.2:57708,0,144,59,57
1622720822.367198,172.10.0.2:57708,0,144,59,57
1622720822.388281,172.10.0.2:57708,0,144,59,57
1622720822.409124,172.10.0.2:57708,0,144,59,57
1622720822.430199,172.10.0.2:57708,0,144,59,57
1622720822.451405,172.10.0.2:57708,0,144,59,57
1622720822.472374,172.10.0.2:57708,0,144,59,57
1622720822.493185,172.10.0.2:57708,0,144,59,57
1622720822.513476,172.10.0.2:57708,0,144,59,57
1622720822.533863,172.10.0.2:57708,0,144,59,57
1622720822.555028,172.10.0.2:57708,0,144,59,57
1622720822.575493,172.10.0.2:57708,0,144,59,57
1622720822.595800,172.10.0.2:57708,0,144,59,57
1622720822.616306,172.10.0.2:57708,0,144,59,57
1622720822.636781,172.10.0.2:57708,0,144,59,57
1622720822.657134,172.10.0.2:57708,0,144,59,57
1622720822.677566,172.10.0.2:57708,0,144,59,57
1622720822.697996,172.10.0.2:57708,0,144,59,57
1622720822.718430,172.10.0.2:57708,0,144,59,57
1622720822.738710,172.10.0.2:57708,0,144,59,57
1622720822.760053,172.10.0.2:57708,0,144,59,57
1622720822.780290,172.10.0.2:57708,0,144,59,57
1622720822.800563,172.10.0.2:57708,0,144,59,57
1622720822.821027,172.10.0.2:57708,0,144,59,57
1622720822.841688,172.10.0.2:57708,0,144,59,57
1622720822.862021,172.10.0.2:57708,0,144,59,57
1622720822.882851,172.10.0.2:57708,0,144,59,57
1622720822.903456,172.10.0.2:57708,0,144,59,57
1622720822.923660,172.10.0.2:57708,0,144,59,57
1622720822.944268,172.10.0.2:57708,0,144,59,57
1622720822.964690,172.10.0.2:57708,0,144,59,57
1622720822.984468,172.10.0.2:57708,0,144,59,57
1622720823.004301,172.10.0.2:57708,0,144,59,57
1622720823.024503,172.10.0.2:57708,0,144,59,57
1622720823.044183,172.10.0.2:57708,0,144,59,57
1622720823.064181,172.10.0.2:57708,0,144,59,57
1622720823.084108,172.10.0.2:57708,0,144,59,57
1622720823.103942,172.10.0.2:57708,0,144,59,57
1622720823.123801,172.10.0.2:57708,0,144,59,57
1622720823.143632,172.10.0.2:57708,0,144,59,57
1622720823.163324,172.10.0.2:57708,0,144,59,57
1622720823.183279,172.10.0.2:57708,0,144,59,57
1622720823.203189,172.10.0.2:57708,0,144,59,57
1622720823.223379,172.10.0.2:57708,0,144,59,57
1622720823.244612,172.10.0.2:57708,0,144,59,57
1622720823.265873,172.10.0.2:57708,0,144,59,57
1622720823.286610,172.10.0.2:57708,0,144,59,57
1622720823.307395,172.10.0.2:57708,0,144,60,57
1622720823.330161,172.10.0.2:57708,0,144,60,57
1622720823.353718,172.10.0.2:57708,0,144,60,57
1622720823.375605,172.10.0.2:57708,0,144,60,57
1622720823.396509,172.10.0.2:57708,0,144,60,57
1622720823.417303,172.10.0.2:57708,0,144,60,57
1622720823.438507,172.10.0.2:57708,0,144,60,57
1622720823.463131,172.10.0.2:57708,0,144,60,57
1622720823.484939,172.10.0.2:57708,0,144,60,57
1622720823.506920,172.10.0.2:57708,0,144,60,57
1622720823.527865,172.10.0.2:57708,0,144,60,57
1622720823.549097,172.10.0.2:57708,0,144,60,57
1622720823.571511,172.10.0.2:57708,0,144,60,57
1622720823.595420,172.10.0.2:57708,0,144,60,57
1622720823.621498,172.10.0.2:57708,0,144,60,57
1622720823.643698,172.10.0.2:57708,0,144,60,57
1622720823.665080,172.10.0.2:57708,0,144,60,57
1622720823.686965,172.10.0.2:57708,0,144,60,57
1622720823.709454,172.10.0.2:57708,0,144,60,57
1622720823.731501,172.10.0.2:57708,0,144,60,57
1622720823.754243,172.10.0.2:57708,0,144,60,57
1622720823.778956,172.10.0.2:57708,0,144,60,57
1622720823.802927,172.10.0.2:57708,0,144,60,57
1622720823.827467,172.10.0.2:57708,0,144,60,57
1622720823.850215,172.10.0.2:57708,0,144,60,57
1622720823.872847,172.10.0.2:57708,0,144,60,57
1622720823.897330,172.10.0.2:57708,0,144,60,57
1622720823.919871,172.10.0.2:57708,0,144,60,57
1622720823.942947,172.10.0.2:57708,0,144,60,57
1622720823.965949,172.10.0.2:57708,0,144,60,57
1622720823.989032,172.10.0.2:57708,0,144,60,57
1622720824.014191,172.10.0.2:57708,0,144,60,57
1622720824.038022,172.10.0.2:57708,0,144,60,57
1622720824.064713,172.10.0.2:57708,0,144,60,57
1622720824.089740,172.10.0.2:57708,0,144,60,57
1622720824.115417,172.10.0.2:57708,0,144,60,57
1622720824.140309,172.10.0.2:57708,0,144,60,57
1622720824.165967,172.10.0.2:57708,0,144,60,57
1622720824.189024,172.10.0.2:57708,0,144,60,57
1622720824.212345,172.10.0.2:57708,0,144,60,57
1622720824.235551,172.10.0.2:57708,0,144,60,57
1622720824.259342,172.10.0.2:57708,0,144,60,57
1622720824.282647,172.10.0.2:57708,0,144,60,57
1622720824.309740,172.10.0.2:57708,0,144,60,57
1622720824.333351,172.10.0.2:57708,0,144,60,57
1622720824.356504,172.10.0.2:57708,0,144,60,57
1622720824.379458,172.10.0.2:57708,0,144,60,57
1622720824.402825,172.10.0.2:57708,0,144,60,57
1622720824.425023,172.10.0.2:57708,0,144,60,57
1622720824.447395,172.10.0.2:57708,0,144,60,57
1622720824.470240,172.10.0.2:57708,0,144,60,57
1622720824.491922,172.10.0.2:57708,0,144,60,57
1622720824.513680,172.10.0.2:57708,0,144,60,57
1622720824.535744,172.10.0.2:57708,0,144,60,57
1622720824.558456,172.10.0.2:57708,0,144,61,57
1622720824.580229,172.10.0.2:57708,0,144,61,57
1622720824.601837,172.10.0.2:57708,0,144,61,57
1622720824.622716,172.10.0.2:57708,0,144,61,57
1622720824.643567,172.10.0.2:57708,0,144,61,57
1622720824.664501,172.10.0.2:57708,0,144,61,57
1622720824.685395,172.10.0.2:57708,0,144,61,57
1622720824.706186,172.10.0.2:57708,0,144,61,57
