Timestamp,Sender,retr,retr.total,cwnd,ssthresh
1622716198.145530,172.10.0.2:56302,0,71,40,35
1622716198.163861,172.10.0.2:56302,0,71,40,35
1622716198.181579,172.10.0.2:56302,0,71,40,35
1622716198.199389,172.10.0.2:56302,0,71,40,35
1622716198.217797,172.10.0.2:56302,0,71,40,35
1622716198.235736,172.10.0.2:56302,0,71,40,35
1622716198.255421,172.10.0.2:56302,0,71,40,35
1622716198.273327,172.10.0.2:56302,0,71,40,35
1622716198.293033,172.10.0.2:56302,0,71,40,35
1622716198.316226,172.10.0.2:56302,0,71,40,35
1622716198.335642,172.10.0.2:56302,0,71,40,35
1622716198.353486,172.10.0.2:56302,0,71,40,35
1622716198.370762,172.10.0.2:56302,0,71,40,35
1622716198.388418,172.10.0.2:56302,0,71,40,35
1622716198.406046,172.10.0.2:56302,0,71,40,35
1622716198.423315,172.10.0.2:56302,0,71,40,35
1622716198.440526,172.10.0.2:56302,0,71,40,35
1622716198.457937,172.10.0.2:56302,0,71,40,35
1622716198.475628,172.10.0.2:56302,0,71,40,35
1622716198.493675,172.10.0.2:56302,0,71,40,35
1622716198.511825,172.10.0.2:56302,0,71,40,35
1622716198.529507,172.10.0.2:56302,0,71,40,35
1622716198.547031,172.10.0.2:56302,0,71,41,35
1622716198.564626,172.10.0.2:56302,0,71,41,35
1622716198.582119,172.10.0.2:56302,0,71,41,35
1622716198.600027,172.10.0.2:56302,0,71,41,35
1622716198.618224,172.10.0.2:56302,0,71,41,35
1622716198.636039,172.10.0.2:56302,0,71,41,35
1622716198.654586,172.10.0.2:56302,0,71,41,35
1622716198.672147,172.10.0.2:56302,0,71,41,35
1622716198.690178,172.10.0.2:56302,0,71,41,35
1622716198.707680,172.10.0.2:56302,0,71,41,35
1622716198.725123,172.10.0.2:56302,0,71,41,35
1622716198.744919,172.10.0.2:56302,0,71,41,35
1622716198.762489,172.10.0.2:56302,0,71,41,35
1622716198.779960,172.10.0.2:56302,0,71,41,35
1622716198.797436,172.10.0.2:56302,0,71,41,35
1622716198.814989,172.10.0.2:56302,0,71,41,35
1622716198.832392,172.10.0.2:56302,0,71,41,35
1622716198.849957,172.10.0.2:56302,0,71,41,35
1622716198.867501,172.10.0.2:56302,0,71,41,35
1622716198.884942,172.10.0.2:56302,0,71,41,35
1622716198.902450,172.10.0.2:56302,0,71,41,35
1622716198.920493,172.10.0.2:56302,0,71,41,35
1622716198.937947,172.10.0.2:56302,0,71,41,35
1622716198.955279,172.10.0.2:56302,0,71,41,35
1622716198.972674,172.10.0.2:56302,0,71,41,35
1622716198.990136,172.10.0.2:56302,0,71,41,35
1622716199.007334,172.10.0.2:56302,0,71,41,35
1622716199.024551,172.10.0.2:56302,0,71,41,35
1622716199.042076,172.10.0.2:56302,0,71,42,35
1622716199.059453,172.10.0.2:56302,0,71,42,35
1622716199.076769,172.10.0.2:56302,0,71,42,35
1622716199.094257,172.10.0.2:56302,0,71,42,35
1622716199.112425,172.10.0.2:56302,0,71,42,35
1622716199.129673,172.10.0.2:56302,0,71,42,35
1622716199.147401,172.10.0.2:56302,0,71,42,35
1622716199.165271,172.10.0.2:56302,0,71,42,35
1622716199.182529,172.10.0.2:56302,0,71,42,35
1622716199.199663,172.10.0.2:56302,0,71,42,35
1622716199.218357,172.10.0.2:56302,0,71,42,35
1622716199.235839,172.10.0.2:56302,0,71,42,35
